PlayerOne,PlayerTwo,Dictionary,ScorePlayerOne,ScorePlayerTwo,NumTurns,MaxScore,MinScore,MeanScore
DOkosimi Oluwatimilehin,Enoch Nwai,CSW21,479,402,27,111,0,32.63
Enoch Nwai,Dokosimi Oluwatimilehin,CSW21,447,453,24,90,2,37.5
DOkosimi Oluwatimilehin,Enoch Nwai,CSW21,413,482,24,84,20,37.29
Enoch Nwai,DOkosimi Oluwatimilehin,CSW21,443,343,23,98,8,34.17
DOkosimi Oluwatimilehin,Enoch Nwai,CSW21,426,383,25,85,0,32.36
Enoch Nwai,DOkosimi Oluwatimilehin,CSW21,526,434,23,99,0,41.74
DOkosimi Oluwatimilehin,Enoch Nwai,CSW21,519,419,27,90,2,34.74
Enoch Nwai,DOkosimi Oluwatimilehin,CSW21,390,472,27,88,0,31.93
DOkosimi Oluwatimilehin,Enoch Nwai,CSW21,494,390,23,95,9,38.43
Enoch Nwai,DOkosimi Oluwatimilehin,CSW21,420,402,23,89,8,35.74
DOkosimi Oluwatimilehin,Enoch Nwai,CSW21,391,381,26,65,6,29.69
Enoch Nwai,DOkosimi Oluwatimilehin,CSW21,547,451,21,108,6,47.52
DOkosimi Oluwatimilehin,Enoch Nwai,CSW21,332,441,27,73,12,28.63
Enoch Nwai,DOkosimi Oluwatimilehin,CSW21,503,440,23,86,8,41.0
DOkosimi Oluwatimilehin,Enoch Nwai,CSW21,517,361,26,81,0,33.77
Enoch Nwai,DOkosimi Oluwatimilehin,CSW21,427,309,26,85,0,28.31
DOkosimi Oluwatimilehin,Enoch Nwai,CSW21,451,351,24,80,10,33.42
Enoch Nwai,DOkosimi Oluwatimilehin,CSW21,489,481,22,92,15,44.09
DOkosimi Oluwatimilehin,Enoch Nwai,CSW21,410,431,28,109,0,35.19
Christian Oktavius,Hyendi Gumilang,CSW21,390,375,27,78,5,28.33
Christian Oktavius,Alex Tan,CSW21,407,404,26,82,8,31.19
Sunardi,Christian Oktavius,CSW21,353,545,35,90,0,28.65
Christian Oktavius,Rastra Teguh,CSW21,438,417,25,76,5,34.2
Joey Krafchick,Joe Edley,NWL23,425,410,29,98,0,28.79
Kevin Fraley,Joey Krafchick,NWL23,391,422,24,89,4,33.88
Jason Li,Joey Krafchick,NWL23,530,338,23,88,6,37.74
Joey Krafchick,Michael Fagen,NWL23,426,423,27,83,4,31.44
Clay Daniel,Joey Krafchick,NWL23,278,490,21,91,8,36.57
Hubert Wee,Christian Oktavius,CSW21,596,318,23,86,7,39.74
beth,julia,NWL23,0,0,34,131,0,24.61
Joey Krafchick,Chloe Fatsis,NWL23,403,457,27,97,0,31.85
Orry Swift,Joey Krafchick,NWL23,407,439,26,90,0,32.54
Chloe Fatsis,Joey Krafchick,NWL23,432,337,26,74,0,29.58
Kenneth Rubin,Joey Krafchick,NWL23,430,343,28,91,3,27.61
Joey Krafchick,Jason Li,NWL23,535,359,24,94,0,37.25
Joey Krafchick,Knox Daniel,NWL23,458,477,24,98,0,38.96
Joey Krafchick,Joe Edley,NWL23,0,0,14,99,17,45.0
Edward De Guzman,Joey Krafchick,NWL23,421,440,24,140,4,35.88
Joey Krafchick,Mark Garrod,NWL23,0,0,26,80,0,30.56
Joey Krafchick,Seth Lipkin,NWL23,440,475,24,93,0,38.12
Ian Weinstein,Joey Krafchick,NWL23,0,0,27,82,0,30.52
Howard Pistol,Joey Krafchick,NWL23,438,454,23,96,6,38.78
Joey Krafchick,Marty Gabriel,NWL23,366,373,28,78,0,26.39
Joey Krafchick,Dustin Dean,NWL23,377,373,27,71,0,27.78
Scott Appel,Joey Krafchick,NWL23,318,471,31,84,0,29.1
Joey Krafchick,Jeremy Hall,NWL23,467,385,27,82,8,34.15
Ryan Wee,Michael Tang,CSW21,633,485,27,212,5,43.58
Tony Sim,Ryan Wee,CSW21,470,489,25,96,2,43.12
Ryan Wee,Jeremy Khoo,CSW21,540,402,24,104,5,39.25
Soramet,Thacha,CSW21,447,366,27,86,6,30.11
Thacha,Soramet,CSW21,301,546,27,86,0,31.37
Thacha,Soramet,CSW21,458,319,27,92,0,28.78
David Weisberg,Liz Gottlin,NWL23,411,460,26,82,0,33.5
Soramet,Thacha,CSW21,451,403,24,99,0,35.58
Thacha,Soramet,CSW21,388,429,24,98,4,34.04
Soramet,Thacha,CSW21,472,412,23,80,10,38.43
Thacha,Soramet,CSW21,525,374,24,82,0,37.46
David Weisberg,Liz Gottlin,NWL23,373,343,30,74,0,23.87
Matthew Tunnicliffe,Deen Hergott,NWL23,278,363,30,72,0,24.59
Chris ten Den,Matthew Tunnicliffe,CSW21,475,512,27,98,4,36.56
Jackson Smylie,Josh Sokol,NWL23,484,312,30,75,0,26.53
Josh Sokol,Jackson Smylie,NWL23,487,415,24,74,8,37.58
Jackson Smylie,Josh Sokol,NWL23,529,373,25,97,2,36.08
Josh Sokol,Jackson Smylie,NWL23,398,326,29,98,8,29.36
Jackson Smylie,Josh Sokol,NWL23,409,377,26,86,0,30.23
Ben Greenwood,Jonathan Lindh,NWL23,283,539,25,83,0,32.88
Eric Goldstein,Jonathan Lindh,NWL23,520,365,25,77,10,35.4
Joey Krafchick,Jonathan Lindh,NWL23,473,407,28,82,0,31.43
Ryan Wee,Jeremy Khoo,CSW21,631,392,27,104,0,37.89
Ryan Wee,Jeremy Khoo,CSW21,574,323,25,82,2,35.88
Chris Kulig,Jonathan Lindh,NWL23,398,416,28,89,4,29.07
Jonathan Lindh,Dan Wachtell,NWL23,438,354,28,80,12,32.19
Jonathan Lindh,Annette Obrestad,NWL23,378,461,29,83,0,28.93
Jonathan Lindh,David Spargo,NWL23,498,250,32,105,0,26.58
Samuel Kaplan,Michael Ecsedy,NWL23,426,442,27,79,0,32.15
Jonathan Lindh,Eric Goldstein,NWL23,536,359,24,96,12,37.29
Joel Horn,Jonathan Lindh,NWL23,400,410,29,76,0,27.93
Jonathan Lindh,Michael Fleck,NWL23,393,280,28,72,3,24.04
Billy Nakamura,Jonathan Lindh,NWL23,378,369,26,82,4,28.73
Jonathan Lindh,Christopher Sykes,NWL23,378,452,33,98,0,32.26
Carol McDonald,Jonathan Lindh,NWL23,332,438,33,90,2,24.81
Joshua Castellano,Adam Logan,CSW21,525,393,26,98,0,35.31
Joshua Castellano,Steve Ozorio,CSW21,518,320,26,149,4,45.08
Erickson Smith,Joshua Castellano,CSW21,453,413,23,86,5,37.65
Joshua Castellano,Bright Idahosa,CSW21,459,306,29,94,2,30.68
Joshua Castellano,Jason Keller,CSW21,542,465,28,86,2,35.96
Chris Lipe,Joshua Castellano,CSW21,431,366,23,94,4,34.65
Austin Shin,Joshua Castellano,CSW21,429,438,26,89,2,33.35
Carmel Dodd,Joshua Castellano,CSW21,482,437,24,80,2,38.29
Joshua Castellano,Ben Schoenbrun,CSW21,451,425,24,82,7,36.5
Edgar Odongkara,Joshua Castellano,CSW21,500,355,26,90,5,37.8
Joshua Castellano,Erickson Smith,CSW21,475,392,26,86,5,37.08
Adam Logan,Joshua Castellano,CSW21,581,314,26,101,0,34.42
Joshua Castellano,Matthew O'Connor,CSW21,436,389,30,79,0,30.93
Joshua Castellano,Austin Shin,CSW21,537,376,22,86,0,41.5
Robert Linn,Joshua Castellano,CSW21,443,466,26,97,4,34.96
Joshua Castellano,Mohamed Kamara,CSW21,549,351,28,112,5,34.81
Tim Weiss,Joshua Castellano,CSW21,387,333,25,78,4,28.8
Wellington Jighere,Joshua Castellano,CSW21,521,479,24,85,4,41.67
Joshua Castellano,Dennis Ikekeregor,CSW21,417,436,24,86,0,35.54
Joshua Castellano,Ben Schoenbrun,CSW21,425,428,23,84,4,37.09
Will Anderson,Joshua Castellano,CSW21,433,478,22,80,7,41.41
Anthony Ikolo,Joshua Castellano,CSW21,413,448,26,87,2,33.12
Joshua Castellano,Thomas Stumpf,CSW21,523,272,29,74,10,30.04
Joshua Castellano,Chris Lipe,CSW21,385,424,28,77,6,30.85
Josh Sokol,Joshua Castellano,CSW21,469,437,28,84,0,32.36
Ivan Sentongo,Joshua Castellano,CSW21,354,435,28,81,0,28.18
Joshua Castellano,Joe Roberdeau,CSW21,533,328,26,77,2,33.12
Zachary Ansell,Jonathan Lindh,NWL23,376,374,28,86,0,26.79
Jonathan Lindh,David Postal,NWL23,391,367,28,74,8,27.07
Jonathan Lindh,Wallace Schultz,NWL23,384,402,28,77,0,28.07
David Firstman,Jonathan Lindh,NWL23,431,412,28,89,7,30.11
Annette Obrestad,Jonathan Lindh,NWL23,490,314,26,83,0,30.92
Joey Krafchick,Eric Goldstein,NWL23,607,347,25,76,0,38.16
Jonathan Lindh,Michael Ecsedy,NWL23,417,382,27,76,0,29.59
Jonathan Lindh,Edwin Roth,NWL23,447,363,26,86,0,31.15
Joey Krafchick,Jonathan Lindh,NWL23,395,361,27,71,2,28.0
Noah Goldstein,Jonathan Lindh,NWL23,375,410,32,94,0,24.53
David Spargo,Jonathan Lindh,NWL23,534,348,30,82,0,32.17
Jonathan Lindh,Vera Bigall,NWL23,402,418,26,82,2,31.54
Jonathan Lindh,Andy Hoang,NWL23,321,419,30,83,0,26.55
Niel Gan,Matthew O'Connor,CSW21,370,421,30,89,2,28.17
Noah Kalus,Jonathan Lindh,NWL23,308,514,27,81,0,30.44
Robin Pollock Daniel,Jonathan Lindh,NWL23,432,441,32,79,0,28.77
Jonathan Lindh,Richard Popper,NWL23,434,373,31,90,0,27.9
Jonathan Lindh,Wes Eddings,NWL23,500,363,29,98,0,29.76
Jonathan Lindh,Edwin Roth,NWL23,394,452,30,90,0,28.2
Christopher Sykes,Joey Krafchick,NWL23,346,420,32,77,0,23.94
Joel Horn,Jonathan Lindh,NWL23,398,361,23,86,6,33.0
Jonathan Lindh,David Postal,NWL23,401,407,32,97,2,27.71
Wallace Schultz,Jonathan Lindh,NWL23,443,515,23,84,10,41.65
Adam Logan,Will Anderson,CSW21,450,453,20,94,5,45.15
Austin Shin,Adam Logan,CSW21,465,325,24,80,10,32.92
Wellington Jighere,Matthew Connor,CSW21,454,383,27,74,6,31.0
Dennis Ikekeregor,Will Anderson,CSW21,481,491,22,110,9,44.18
Dennis Ikekeregor,Erickson Smith,CSW21,470,364,28,92,5,33.78
Wellington Jighere,Chris Lipe,CSW21,436,378,23,84,4,35.39
Ben Schoenbrun,Matthew Connor,CSW21,431,485,26,91,8,35.23
Wellington Jighere,Chris Lipe,CSW21,568,414,23,114,12,42.7
Austin Shin,Wellington Jighere,CSW21,468,374,18,108,14,46.78
Joey Krafchick,David Spargo,NWL23,366,462,26,70,6,31.85
Robin Pollock Daniel,Joey Krafchick,NWL23,303,403,28,77,0,25.21
Zachary Ansell,Joey Krafchick,NWL23,451,450,27,98,2,37.27
Hubert Wee,Ryan Wee,CSW21,509,319,26,83,5,31.85
Tony Sim,Ryan Wee,CSW21,315,528,34,100,0,27.82
Seth Lipkin,Samuel Kaplan,NWL23,441,427,28,88,0,31.0
Samuel Kaplan,Eric Goldstein,NWL23,427,342,26,76,0,29.58
Joey Krafchick,Michael Ecsedy,NWL23,587,354,26,158,6,36.19
Joey Krafchick,David Postal,NWL23,502,272,27,83,0,28.67
Joey Krafchick,David Firstman,NWL23,428,399,25,91,4,33.08
Joey Krafchick,Michael Fleck,NWL23,460,283,28,76,0,26.54
Niel Gan,Erickson Smith,CSW21,431,454,25,111,0,35.4
Terry Kang,Niel Gan,CSW21,407,403,27,79,0,30.0
Niel Gan,Jason Ubeika,CSW21,430,436,27,105,8,32.07
Annette Obrestad,Joey Krafchick,NWL23,492,407,26,86,4,34.58
David Spargo,Joey Krafchick,NWL23,451,371,27,85,0,30.44
Chris Kulig,Joey Krafchick,NWL23,425,420,26,81,0,32.5
Jackson Smylie,Josh Sokol,NWL23,406,504,29,102,0,33.71
Josh Sokol,Jackson Smylie,NWL23,435,365,22,88,10,36.36
Jackson Smylie,Josh Sokol,NWL23,479,437,29,83,0,31.59
Josh Sokol,Jackson Smylie,NWL23,512,386,22,92,8,40.82
Josh Sokol,Jackson Smylie,NWL23,376,448,25,73,0,32.96
Patrick Beatrez,Verna Richards Berg,NWL23,462,345,38,103,0,24.83
Patrick Beatrez,Lydia Keras,NWL23,297,451,32,74,2,29.13
Patrick Beatrez,Trevor Sealy,NWL23,363,370,29,76,8,27.29
Verna Richards Berg,Patrick Beatrez,NWL23,308,484,27,89,0,29.33
Mark Hamilton,Patrick Beatrez,NWL23,311,353,36,87,0,20.09
Brian Po,Greg Kelly,CSW21,399,441,28,80,0,30.0
Stewart Houten,Brian Po,CSW21,494,434,25,92,2,37.12
Paul Thompson,Brian Po,CSW21,441,437,25,72,8,35.12
Brian Po,Rob Richland,CSW21,427,435,26,83,0,33.15
Andrew Eames,Brian Po,CSW21,445,464,28,85,0,32.46
Brian Po,Samuel Crispin,CSW21,384,432,25,79,6,32.64
Natalie Zolty,Brian Po,CSW21,579,280,22,138,0,39.05
Samuel Kaplan,Seth Lipkin,NWL23,488,382,28,89,2,31.07
Panupol Sujjayakorn,Nigel Richards,CSW07,372,499,26,91,4,37.8
Nigel Richards,Siu Hean Cheah,CSW07,321,447,23,86,14,33.39
Nigel Richards,Theodoro Martus,CSW07,432,421,25,85,0,34.12
Nigel Richards,Odette Carmina Rio,CSW07,484,357,24,98,0,35.04
Robert Linn,Nigel Richards,CSW07,540,294,27,83,0,30.89
John Hopkins,James Donnelly,NWL23,278,476,29,77,0,27.93
Jeffrey Scranton,James Donnelly,NWL23,402,454,23,73,0,37.22
Macondo_Inference,Quackle,NWL18,362,407,29,88,0,26.52
James Donnelly,Mike Baffaro,NWL23,563,351,26,104,0,35.15
James Donnelly,David B Carlson,NWL23,396,356,27,80,0,27.85
Ben Greenwood,James Donnelly,NWL23,346,450,28,76,0,28.43
Mad Palazzo,Patrick Beatrez,NWL23,360,342,34,77,0,20.65
Cecilia Huber,Patrick Beatrez,NWL23,319,412,31,79,0,23.58
Dianne Wittman,Patrick Beatrez,NWL23,396,411,31,85,3,27.2
Patrick Beatrez,Olinga Flisock,NWL23,408,352,29,87,4,28.29
Patrick Beatrez,John David,NWL23,282,372,35,80,0,19.47
Patrick Beatrez,Tina Yates,NWL23,355,324,33,80,0,23.19
Patrick Beatrez,Betsey Wood,NWL23,551,287,32,122,0,26.19
Patrick Beatrez,Lydia Keras,NWL23,382,446,31,92,0,26.71
umbron pokemon trainer,sakdipong,CSW21,433,452,33,98,2,30.55
Carl,Q,WOW24,727,354,24,149,0,45.04
Kit,Pok,CSW21,489,562,23,112,0,45.7
Brian Po,Euclid Hui,CSW21,329,390,25,79,5,28.76
Thomson Law,Brian Po,CSW21,553,342,24,79,5,37.29
Brian Po,Carson Ip,CSW21,415,484,30,83,5,34.54
Jack Lechner,Samuel Kaplan,NWL23,252,558,32,100,0,26.58
Terry Kang,Samuel Kaplan,NWL23,415,440,26,85,6,32.88
Dan Wachtell,Samuel Kaplan,NWL23,377,345,27,77,0,26.74
Soramet,Thacha,CSW21,408,451,23,90,12,37.35
Thacha,Soramet,CSW21,531,493,26,89,0,39.38
Thacha,Soramet,CSW21,401,511,27,88,5,33.78
Soramet,Thacha,CSW21,395,482,25,80,8,35.08
Soramet,Thacha,CSW21,442,417,24,86,6,35.79
Thacha,Soramet,CSW21,456,432,24,86,10,37.0
Samuel Kaplan,Cornelia Guest,NWL23,362,313,26,67,4,25.96
Vince Boyle,Ryan Wee,CSW21,368,462,29,69,2,28.62
Ryan Wee,Fashola Kayode,CSW21,549,325,28,83,11,38.0
Abiodun Adeyemi,Ryan Wee,CSW21,438,414,27,82,5,31.56
Mohamed Kamara,Ryan Wee,CSW21,413,535,26,92,4,36.46
Ryan Wee,Craig Solomons,CSW21,477,272,24,77,6,31.21
Noble Onoshevwe,Ryan Wee,CSW21,305,474,26,97,5,29.96
Ryan Wee,Rik Kennedy,CSW21,545,334,24,87,8,36.62
Sanmi Odelana,Ryan Wee,CSW21,320,506,34,92,0,29.88
Samuel Kaplan,Robert Desimone Jr,NWL23,595,397,27,102,0,41.23
Nits,Bob,CSW21,336,453,28,84,6,32.22
Rob,Nits,CSW21,511,365,25,140,3,35.04
Tim,Nits,CSW21,538,383,30,98,2,33.79
Nits,Bob,CSW21,403,541,31,90,4,31.83
Matt,Nits,CSW21,393,408,28,83,0,28.61
Nits,Bob,CSW21,477,370,29,84,4,29.21
Sam,Nits,CSW21,525,487,25,89,5,40.48
Nits,Rob,CSW21,498,410,33,90,0,34.19
Tim,Nits,CSW21,440,454,31,91,0,30.27
Nits,Ben,CSW21,420,532,26,90,5,36.62
Nits,Matt,CSW21,330,360,32,83,0,26.57
Bob,Nits,CSW21,549,394,30,102,4,36.03
Nits,Sam,CSW21,379,426,27,102,0,31.42
Rob,Nits,CSW21,379,480,29,96,2,29.62
Nits,Tim,CSW21,385,463,30,79,4,28.27
Ben,Nits,CSW21,413,415,32,76,4,27.9
John Aiyedun,Tega Okiemute,CSW21,0,0,23,86,10,37.23
Tega Okiemute,John Aiyedun,CSW21,0,0,22,81,16,39.43
John Aiyedun,Tega Okiemute,CSW21,0,0,19,90,14,40.11
Tega Okiemute,John Aiyedun,CSW21,0,0,20,83,6,36.68
John Aiyedun,Tega Okiemute,CSW21,0,0,23,78,0,39.43
Tega Okiemute,John Aiyedun,CSW21,0,0,20,82,3,38.58
Tega Okiemute,John Aiyedun,CSW21,0,0,20,82,3,38.58
John Aiyedun,Tega Okiemute,CSW21,0,0,19,88,6,32.06
Tega Okiemute,John Aiyedun,CSW21,0,0,22,72,0,29.76
John Aiyedun,Tega Okiemute,CSW21,0,0,21,88,8,39.95
Tega Okiemute,John Aiyedun,CSW21,0,0,21,76,0,33.0
John Aiyedun,Tega Okiemute,CSW21,496,541,28,106,0,39.89
Joshua Sokol,Jackson Smylie,NWL23,506,394,24,105,4,37.5
Jackson Smylie,Joshua Sokol,NWL23,338,397,25,92,10,29.4
Joshua Sokol,Jackson Smylie,NWL23,404,453,25,86,0,34.28
Jackson Smylie,Josh,NWL23,382,417,23,76,6,34.74
Joshua Sokol,Jackson Smylie,NWL23,433,335,28,92,0,27.43
Amika Gair-Macmichael,Samuel Kaplan,NWL23,412,314,36,91,0,23.34
Ayo Akinfemisoye,Enoch Nwali,CSW21,365,478,27,98,4,35.15
Enoch Nwali,Oloro Opeyemi,CSW21,532,419,25,101,7,42.42
Thomson Law,Brian Po,CSW21,436,413,26,80,4,32.65
Brian Po,Ernest So,CSW21,557,409,26,86,5,40.68
Josie,Brian Po,CSW19,358,468,28,83,2,31.67
Brian Po,Paul Christensen,CSW19,437,301,28,79,0,26.36
Linda Day,Brian Po,CSW19,300,401,32,75,0,21.91
Josh Sokol,Jackson Smylie,NWL23,365,323,28,74,0,24.57
Jackson Smylie,Josh Sokol,NWL23,432,386,30,82,0,27.27
Josh Sokol,Jackson Smylie,NWL23,518,313,27,76,4,30.78
Jackson Smylie,Josh Sokol,NWL23,442,459,23,86,8,39.17
Josh Sokol,Jackson Smylie,NWL23,396,458,27,86,0,31.63
Wellington Jighere,Enoch Nwali,CSW21,439,485,22,84,4,42.0
Matthew O'Connor,Justin Morris,CSW21,439,397,29,80,0,28.83
Richard Popper,Samuel Kaplan,NWL23,407,473,29,75,0,30.34
Niel Gan,Richard Buck,CSW21,348,467,28,86,0,32.48
Froilan Mendoza,Samuel Kaplan,NWL23,447,444,25,98,8,35.64
Patrick Beatrez,Brenda Megannety,NWL23,438,297,28,78,0,26.25
Terry Aitken,Patrick Beatrez,NWL23,375,291,27,68,4,24.67
Richard Okechi,Bob Mbugua,CSW21,545,534,27,176,5,48.72
Niel Gan,Matthew O'Connor,CSW21,393,358,22,89,5,34.14
Michael Thelen,Josh Sokol,NWL23,0,0,24,72,0,28.83
Wallace Schultz,Josh Sokol,NWL23,502,383,26,92,0,34.04
Josh Sokol,Michael Baker,NWL23,516,436,25,92,0,38.08
Sharmaine Farini,Patrick Beatrez,NWL23,397,338,27,82,6,27.22
Mark Miller,Samuel Kaplan,NWL23,303,438,30,67,0,24.7
Tweedledee,Tweedledum,NWL23,382,397,23,88,4,33.87
Carl Johnson,Josh Sokol,NWL23,380,403,26,80,0,30.12
Josh Sokol,John Luebkemann,NWL23,459,439,25,86,6,35.92
Jeremy Hildebrand,Matthew Tunnicliffe,CSW21,384,505,26,83,0,34.19
Kevin Fraley,Josh Sokol,NWL23,401,481,23,84,0,38.35
Josh Sokol,Laurie Cohen,NWL23,411,289,28,91,0,25.0
Wallace Schultz,Josh Sokol,NWL23,358,496,32,95,0,28.58
Josh Sokol,John Karris,NWL23,363,339,25,78,8,28.08
Joel Horn,Josh Sokol,NWL23,321,530,27,131,0,31.52
Josh Sokol,Michael Thelen,NWL23,484,349,26,82,2,32.04
Noah Slatkoff,Niel Gan,CSW21,405,483,27,89,5,32.89
Josh Sokol,Jeremy Cahnmann,NWL23,549,362,28,82,0,32.54
Michael Stevens,Josh Sokol,NWL23,416,438,25,84,0,34.16
Florence Spanfelner,Josh Sokol,NWL23,294,586,30,90,0,32.41
Josh Sokol,Cheryl Kagan,NWL23,381,383,27,69,0,28.3
Jane Geary,Josh Sokol,NWL23,363,435,26,83,4,30.69
Bryan Richgruber,Skyler Lutz,NWL23,458,379,24,88,0,34.88
Jackson Smylie,Michael Fagen,WOW24,375,410,28,83,0,31.96
Jackson Smylie,Seth Lipkin,WOW24,243,449,25,77,0,27.68
Jon Shreve,Jackson Smylie,WOW24,379,405,28,68,10,28.0
Jackson Smylie,Ryan Chepita,WOW24,455,347,28,98,6,30.78
Sam Hollington,Jackson Smylie,WOW24,384,328,28,72,6,25.43
Jackson Smylie,David Spargo,WOW24,443,441,24,82,8,36.83
Seth Lipkin,Jackson Smylie,WOW24,461,485,26,98,6,41.24
Jackson Smylie,Jon Shreve,WOW24,381,485,26,72,4,33.31
Zachary Ansell,Jackson Smylie,WOW24,305,484,27,89,0,29.22
Jackson Smylie,Maxim Panitch,WOW24,510,420,26,90,2,35.77
Jason Li,Jackson Smylie,WOW24,335,467,27,80,8,29.7
Joel Horn,Jackson Smylie,WOW24,433,361,30,77,4,33.07
Jackson Smylie,Michael Fagen,WOW24,396,448,25,88,0,33.76
Jackson Smylie,Annette Obrestad,WOW24,416,402,25,76,2,32.72
Agnes Kramer,Jackson Smylie,WOW24,369,471,26,86,0,32.31
Samuel Kaplan,Edwin Roth,NWL23,402,356,28,75,0,27.07
Andy Hoang,David Weisberg,NWL23,476,362,28,80,0,29.93
Andy Hoang,David Weisberg,NWL23,352,586,33,122,0,32.25
Wallace Schultz,Joey Mallick,NWL23,373,424,28,83,0,28.46
Josh Sokol,Joey Mallick,NWL23,392,506,26,89,0,34.54
Joey Mallick,Laurie Cohen,NWL23,507,351,28,89,4,38.81
Josh Sokol,Joey Mallick,NWL23,471,424,25,85,2,38.79
Joey Mallick,Wallace Schultz,NWL23,598,457,22,110,4,47.95
Joey Mallick,Michael Thelen,NWL23,339,549,25,149,2,35.52
Joey Mallick,Laurie Cohen,NWL23,498,277,29,72,0,28.18
Carl Johnson,Joey Mallick,NWL23,460,396,29,89,0,29.52
Michael Baker,Joey Mallick,NWL23,410,446,26,85,2,32.92
Ken Kasney,Joey Mallick,NWL23,368,546,26,86,2,39.08
Joey Mallick,David Weiss,NWL23,461,300,28,70,8,27.18
Joey Mallick,Kevin Burbridge,NWL23,498,416,30,94,0,30.47
Frances Shaw,Joey Mallick,NWL23,351,439,31,78,2,25.48
Joey Mallick,Pamina Deutsch,NWL23,348,484,23,83,10,36.17
Joey Mallick,Jeff Martin,NWL23,421,299,27,89,0,26.67
Stan Miranda,Joey Mallick,NWL23,290,402,31,87,0,23.73
Mike Baron,Joey Mallick,NWL23,406,417,25,98,5,32.92
Joey Mallick,John Luebkemann,NWL23,460,354,26,80,4,31.31
Samuel Kaplan,Jeffrey Jacobson,NWL23,540,405,26,106,0,36.35
Samuel Kaplan,Robert Goetz,NWL23,391,455,24,90,9,35.25
Joe Petree,Samuel Kaplan,NWL23,343,411,25,83,10,30.16
Christian Oktavius,Alexander Gozali,CSW21,549,345,28,79,5,35.37
Alexander Gozali,Christian Oktavius,CSW21,398,440,26,75,5,35.2
Niel Gan,Adam Logan,CSW21,398,401,26,78,0,30.73
Harriette Lakernick,Jonathan Lindh,NWL23,406,412,29,86,0,28.21
Adam Logan,Niel Gan,CSW21,469,379,26,95,4,32.62
Christian Oktavius,Alexander Gozali,CSW21,549,345,28,79,5,35.37
Julius Wilson,Christian Oktavius,CSW21,578,330,26,88,6,34.92
Alexander Gozali,Christian Oktavius,CSW21,398,440,26,75,5,35.2
Christian Oktavius,Pinta Prasetyaninghsih,CSW21,617,354,39,93,0,35.43
Hyendi Gumilang,Christian Oktavius,CSW21,490,377,33,74,2,27.31
Christian Oktavius,Denisha Gita,CSW21,640,246,36,86,0,29.38
Christian Oktavius,M. Erzie,CSW21,596,395,29,93,0,38.71
Ernest So,Brian Po,CSW19,435,468,26,83,12,36.92
Euclid Hui,Brian Po,CSW19,547,347,31,122,0,28.84
Brian Po,Euclid Hui,CSW19,454,433,29,86,2,30.59
Ryan Fischer,Andy Hoang,NWL23,354,277,34,86,0,24.65
Cesar Del Solar,Josh Sokol,NWL20,457,397,25,131,0,38.38
Thacha Koowirat,Soramet M.,CSW21,455,404,22,81,10,39.05
Soramet M.,Thacha Koowirat,CSW21,403,495,24,92,6,37.42
Thacha Koowirat,Soramet M.,CSW21,503,452,22,122,9,43.41
Soramet M.,Thacha Koowirat,CSW21,397,413,26,72,0,31.15
Josh Sokol,Cesar Del Solar,NWL20,409,345,28,86,0,26.93
Josh Sokol,Rick Julian,NWL20,420,326,24,83,8,31.08
Cheryl Allen-Munley,Josh Sokol,NWL20,467,374,35,88,0,26.56
Jeremy Hall,Josh Sokol,NWL20,318,462,26,76,0,30.0
Josh Sokol,Glenn Filzer,NWL20,377,323,36,70,4,21.74
Dustin Dean,Josh Sokol,NWL20,369,474,27,90,2,31.22
Josh Sokol,Skyler Lutz,NWL20,481,291,34,83,0,27.25
Niel Gan,Quinn James,CSW21,467,490,27,82,2,35.44
Dustin Dean,Ryan Fischer,NWL23,299,446,29,88,0,25.69
Ryan Fischer,Jeff Cook,NWL23,404,371,25,74,0,31.0
Marty Gold,Ryan Fischer,NWL23,457,332,27,89,4,29.22
Ryan Fischer,Mack Meller,NWL23,418,464,27,95,6,34.62
Ryan Fischer,Stefan Fatsis,NWL23,381,425,32,90,0,25.19
Ryan Fischer,Joe Weinike,TWL06,508,431,31,203,0,34.37
Richard Popper,Ryan Fischer,NWL23,450,469,23,97,0,39.96
Andy Hoang,Ryan Fischer,NWL23,567,272,28,89,0,36.65
Ryan Fischer,Dustin Dean,NWL23,346,405,32,92,0,33.79
Andy Hoang,Ryan Fischer,NWL23,410,378,30,86,0,27.72
Ryan Fischer,Jeff Cook,NWL23,432,469,27,91,0,33.37
Clay Daniel,Ryan Fischer,NWL23,459,438,26,89,0,34.5
Ryan Fischer,Mack Meller,NWL23,364,437,27,104,0,29.67
Ryan Fischer,Barry Keith,NWL23,388,499,31,82,0,28.61
Ryan Wee,Marlon Prudencio,CSW21,460,393,31,86,2,31.83
Chris Vicary,Ryan Wee,CSW21,476,497,30,248,0,32.43
Ryan Wee,Marlon Prudencio,CSW21,440,516,26,95,0,36.77
Neil Rowley,Ryan Wee,CSW21,357,489,23,83,0,36.78
Ryan Wee,Nakul Prabhu,CSW21,444,434,30,81,0,29.27
Becky Dyer,Ryan Wee,CSW21,409,559,25,96,4,38.72
Noah Slatkoff,Jeremy Hildebrand,CSW21,532,578,32,80,0,38.19
Joey Krafchick,Orry Swift,NWL23,452,453,31,84,0,29.19
Matthew Tunnicliffe,Adam Logan,CSW21,429,449,25,86,14,35.12
Heidi Robertson,Chris Ten Den,CSW21,509,334,31,89,2,30.23
